Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,33.85
1,2,46.12
1,3,55.74
1,4,62.32
1,5,66.22
1,6,58.03
1,7,57.80
1,8,58.12
1,9,58.00
1,10,56.85
1,11,46.56
1,12,38.96
1,13,34.80
1,14,31.38
1,15,26.91
1,16,23.34
1,17,18.79
1,18,12.60
2,1,69.24
2,2,56.37
2,3,48.95
2,4,48.04
2,5,73.64
2,6,83.22
2,7,95.88
2,8,102.77
2,9,109.86
2,10,108.19
2,11,90.09
2,12,74.98
2,13,68.59
2,14,60.16
2,15,51.30
2,16,42.78
2,17,36.62
2,18,27.03
4,1,85.21
4,2,61.99
4,3,52.61
4,4,71.78
4,5,112.86
4,6,132.68
4,7,163.98
4,8,183.75
4,9,194.65
4,10,193.70
4,11,162.86
4,12,137.63
4,13,122.62
4,14,102.55
4,15,84.29
4,16,71.12
4,17,55.43
4,18,44.34
8,1,107.34
8,2,108.64
8,3,87.41
8,4,116.93
8,5,162.69
8,6,205.33
8,7,221.99
8,8,359.05
8,9,381.68
8,10,361.73
8,11,298.99
8,12,243.21
8,13,180.93
8,14,124.29
8,15,85.92
8,16,64.21
8,17,48.58
8,18,46.85
16,1,172.88
16,2,166.84
16,3,153.89
16,4,189.71
16,5,280.56
16,6,341.41
16,7,444.80
16,8,650.35
16,9,668.54
16,10,631.15
16,11,448.89
16,12,249.73
16,13,134.76
16,14,86.30
16,15,62.78
16,16,47.57
16,17,37.42
16,18,42.31
32,1,157.04
32,2,166.28
32,3,180.31
32,4,233.45
32,5,357.43
32,6,531.72
32,7,790.60
32,8,831.63
32,9,789.73
32,10,632.87
32,11,307.44
32,12,152.78
32,13,91.73
32,14,64.29
32,15,48.61
32,16,38.58
32,17,32.25
32,18,35.76
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.01
1,2,46.38
1,3,55.89
1,4,62.56
1,5,66.22
1,6,58.35
1,7,57.81
1,8,58.00
1,9,58.10
1,10,57.07
1,11,46.83
1,12,39.23
1,13,35.05
1,14,31.54
1,15,27.16
1,16,23.47
1,17,18.72
1,18,12.60
2,1,70.71
2,2,54.17
2,3,50.69
2,4,48.12
2,5,73.61
2,6,82.57
2,7,95.48
2,8,104.32
2,9,109.89
2,10,108.17
2,11,91.59
2,12,76.16
2,13,68.91
2,14,60.37
2,15,51.34
2,16,42.91
2,17,34.82
2,18,26.79
4,1,86.51
