Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
4,2,60.50
4,3,52.42
4,4,71.39
4,5,107.05
4,6,126.43
4,7,162.99
4,8,167.61
4,9,195.64
4,10,179.33
4,11,163.14
4,12,130.69
4,13,123.73
4,14,97.93
4,15,84.57
4,16,67.52
4,17,52.18
4,18,44.33
8,1,116.85
8,2,104.80
8,3,85.11
8,4,119.97
8,5,161.04
8,6,197.42
8,7,221.00
8,8,307.98
8,9,333.22
8,10,340.18
8,11,285.86
8,12,240.53
8,13,186.92
8,14,129.58
8,15,89.94
8,16,65.26
8,17,48.13
8,18,46.94
16,1,176.16
16,2,158.28
16,3,148.05
16,4,181.83
16,5,242.68
16,6,320.44
16,7,425.32
16,8,664.39
16,9,674.77
16,10,635.95
16,11,443.23
16,12,242.52
16,13,135.24
16,14,87.59
16,15,62.63
16,16,47.44
16,17,37.62
16,18,42.46
32,1,154.67
32,2,171.61
32,3,179.58
32,4,232.74
32,5,360.44
32,6,542.28
32,7,794.43
32,8,847.13
32,9,797.02
32,10,638.02
32,11,388.86
32,12,160.58
32,13,92.57
32,14,64.18
32,15,48.17
32,16,38.47
32,17,32.60
32,18,35.90
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,33.75
1,2,46.40
1,3,55.85
1,4,62.42
1,5,66.15
1,6,58.24
1,7,57.76
1,8,57.94
1,9,57.95
1,10,56.87
1,11,46.90
1,12,39.29
1,13,35.02
1,14,31.57
1,15,27.21
1,16,23.49
1,17,18.82
1,18,12.72
2,1,69.39
2,2,52.89
2,3,51.48
2,4,48.33
2,5,73.38
2,6,82.59
2,7,94.91
2,8,102.84
2,9,106.41
2,10,108.06
2,11,91.40
2,12,75.96
2,13,68.66
2,14,60.12
2,15,51.15
2,16,42.45
2,17,36.69
2,18,26.97
4,1,81.67
4,2,59.91
4,3,52.36
4,4,71.82
4,5,112.69
4,6,128.07
4,7,163.57
4,8,174.08
4,9,195.41
4,10,179.55
4,11,165.53
4,12,131.14
4,13,123.36
4,14,98.36
4,15,84.30
4,16,71.39
4,17,54.74
4,18,44.24
8,1,112.27
8,2,103.96
8,3,85.04
8,4,118.43
8,5,156.50
8,6,204.17
8,7,251.71
8,8,339.90
8,9,352.35
8,10,339.76
8,11,283.90
8,12,233.24
8,13,179.14
8,14,124.69
8,15,87.24
8,16,65.02
8,17,49.04
8,18,47.05
16,1,173.62
16,2,162.14
16,3,152.57
16,4,186.88
16,5,267.55
16,6,347.43
16,7,480.61
16,8,666.55
16,9,666.31
16,10,610.76
16,11,448.02
16,12,255.99
16,13,135.58
16,14,86.39
16,15,62.91
16,16,47.34
16,17,37.96
16,18,42.46
32,1,156.33
32,2,168.91
32,3,177.86
32,4,230.98
32,5,356.12
32,6,533.05
32,7,785.87
32,8,843.32
32,9,802.56
32,10,631.97
32,11,301.61
32,12,156.26
32,13,91.06
32,14,64.38
32,15,48.54
32,16,39.34
32,17,32.23
32,18,36.13
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.08
1,2,46.59
1,3,56.08
1,4,62.74
1,5,66.45
1,6,58.18
1,7,57.72
1,8,58.09
1,9,58.21
1,10,57.15
1,11,47.08
1,12,38.50
1,13,34.70
1,14,31.21
1,15,27.06
1,16,23.40
1,17,19.05
1,18,12.59
2,1,69.30
2,2,54.80
2,3,51.81
2,4,47.76
2,5,75.03
2,6,84.31
2,7,94.10
2,8,102.37
2,9,107.27
2,10,106.50
2,11,87.61
2,12,76.01
2,13,68.36
2,14,59.97
2,15,51.29
2,16,43.03
2,17,34.90
2,18,26.56
4,1,83.88
4,2,64.45
4,3,51.48
4,4,71.26
4,5,112.03
4,6,126.54
4,7,161.69
4,8,180.68
4,9,173.55
4,10,189.71
4,11,151.48
4,12,136.48
4,13,120.88
4,14,102.42
4,15,84.42
4,16,67.74
4,17,51.21
4,18,44.11
8,1,104.29
8,2,106.11
8,3,85.63
8,4,117.08
8,5,158.54
8,6,189.87
8,7,238.05
8,8,345.51
8,9,334.31
8,10,355.61
8,11,308.79
8,12,239.04
8,13,188.07
8,14,132.21
8,15,92.04
8,16,66.61
8,17,49.96
8,18,46.77
16,1,166.76
16,2,163.96
16,3,150.48
16,4,179.86
16,5,249.06
16,6,316.97
16,7,461.62
16,8,657.28
16,9,665.47
16,10,625.67
16,11,453.25
16,12,258.12
16,13,138.63
16,14,89.07
16,15,62.90
16,16,47.59
16,17,37.64
16,18,42.38
32,1,152.52
32,2,171.92
32,3,177.48
32,4,229.87
32,5,351.03
32,6,521.85
32,7,773.53
32,8,827.84
32,9,785.35
32,10,636.05
32,11,323.70
32,12,167.04
32,13,94.11
32,14,64.29
32,15,48.14
32,16,38.44
32,17,32.59
32,18,35.99
Independent Experiment Results (Throughput MT/s):
Threads,HashBits,Throughput
1,1,34.10
1,2,46.29
1,3,55.98
1,4,62.47
1,5,66.34
1,6,57.60
1,7,57.72
1,8,58.06
1,9,58.20
1,10,57.12
1,11,45.72
1,12,38.88
1,13,34.81
1,14,31.12
1,15,27.00
1,16,23.41
1,17,19.15
1,18,12.60
2,1,69.16
2,2,53.94
2,3,51.28
2,4,47.97
2,5,72.67
2,6,83.49
2,7,94.27
2,8,102.35
2,9,106.99
2,10,109.81
2,11,89.75
2,12,76.69
2,13,68.69
2,14,60.17
2,15,51.13
2,16,43.28
2,17,35.20
2,18,26.57
4,1,84.64
4,2,60.38
4,3,53.53
4,4,70.83
4,5,108.30
4,6,128.05
4,7,161.89
4,8,170.05
4,9,192.51
4,10,192.35
4,11,153.68
4,12,137.49
4,13,115.72
4,14,103.67
4,15,85.80
4,16,69.76
4,17,53.13
4,18,43.66
8,1,106.31
8,2,105.13
8,3,84.71
8,4,114.94
8,5,158.36
8,6,196.85
8,7,231.64
8,8,352.19
8,9,368.31
8,10,351.39
8,11,305.02
8,12,237.15
8,13,186.22
8,14,128.74
8,15,88.66
8,16,64.73
8,17,48.46
8,18,47.22
16,1,169.85
16,2,161.16
16,3,153.89
16,4,184.82
16,5,242.65
16,6,302.77
16,7,417.49
16,8,643.42
16,9,653.39
16,10,623.79
16,11,447.32
16,12,252.40
16,13,135.94
16,14,86.79
16,15,63.23
16,16,47.65
16,17,37.52
16,18,42.56
32,1,151.11
32,2,169.75
32,3,178.50
32,4,228.90
32,5,356.61
32,6,519.82
32,7,779.59
32,8,832.61
32,9,793.52
32,10,640.54
32,11,349.38
32,12,156.70
32,13,90.30
32,14,64.45
32,15,48.04
32,16,38.23
32,17,32.95
32,18,35.93
